,id,tweet,label
517,518,Tens Thousands People Are Moving To Laos https://t.co/fbF6YrPMeH #coronavirus #brazil #laos #amazonjungle,fake
518,519,Experts China spread houseflies.,fake
520,521,This tell pH coronary varies 5.5 8.5.,fake
522,523,COVID-19 deaths Brazilian state São Paulo fell audits conducted new minister Health.,fake
525,526,People prefer DIE😕 instead taking TREATMENT😥 #maxhospital #AllLivesMatters #coronavirus https://t.co/igRPv5NL7Q,fake
528,529,_A shared 160000 times Facebook novel says Bill Gates wants ???digital tattoos??� check asks ???like holocaust victims have.??�_,fake
529,530,Says Dr. Anthony Fauci ???stands lose 100 million dollars Bill Gates ???vaccine??? coronavirus. Because invested vaccine.??�,fake
530,531,A video (already removed YouTube) woman named Pilar Baselga assures Carlos III Health Institute Madrid said SARS-CoV-2 ended.,fake
535,536,"Gale wind"" ""Neem Tree"" leaves good medicine protect coronavirus. There 30 COVID-19 Barranquilla hiding them. ""Dramatic: The Italy dying street."" The publication accompanied photo. In Philippines Office Vice President (OVP) donated spoiled food frontliners Diliman Doctors Hospital Quezon City. This picture old city Hyderabad (India) despite lockdown. An ""open letter” purportedly written US billionaire philanthropist Bill Gates novel shared English Chinese Facebook Twitter various websites. The Chinese-language posts state letter translated original publication British newspaper The Sun. Hydroxychloroquine (HCQ) developed Indian scientist named Prafulla Chandra Ray. Nancy Pelosi said ""Congress shall vote remotely secure!"" saying “Americans vote president mail!” 10000 died Wuhan. A man Argentina makes claims like ""in US doctors paid $13000 thousand say got sick COVID-19 $39000 ventilator artificial respirator.",fake
539,540,_Alibaba Group founder Jack Ma gave US$5 million Filipino student developed novel coronavirus._,fake
540,541,A paper estimating 266796 COVID-19 linked motorcycle rally South Dakota took online. Experts agreed rally makings superspreading event warned 266796 overestimate. https://t.co/IQELknUnSJ https://t.co/FGRu8Ydi3q,fake
543,544,Goats Ajmer Rajasthan COVID-19 positive.,fake
544,545,Queen’s broadcast strikes dignified tone despite “Seinfeld” Zoom background #NewsInPhotos #QueenElizabeth #COVID19 https://t.co/x99b7HrT0y,fake
545,546,Coronavirus Spelled Backwards = Suriv-Anorac: A Coincidence? https://t.co/eTB50QNiGJ #coronavirus #drbillingsgate,fake
546,547,"Convalescent plasma ""proven reduce mortality 35%"" hospitalized COVID-19 patients.",fake
547,548,COVID-19 reveals Mayor Flavortown competent US politician https://t.co/6jf2bN1Brt,fake
550,551,"If ask Amazon???s Alexa origin pandemic, says ???the planned??� it.",fake
552,553,COVID-19 trial killed 7 children Senegal.,fake
553,554,The French state gives benefit unemployed COVID-19 does partially unemployed coronavirus.,fake
556,557,#COVID19 conspiracy theories involving @BillGates continue proliferate latest involving photoshopped image foundation's headquarters. Don't believe watch #CoronaCheck @MadMorris instead #coronavirusfacts #datoscoronavirus https://t.co/h9CCR7B0lC,fake
557,558,PolitiFact fact-checking hoaxes COVID-19 surface — want readers prepared too. Here 7 tips avoid misinformation. https://t.co/dgPsqdcpXa https://t.co/Cc7l8nOGR7,fake
562,563,@tweettruth2me I can’t sitting 15-20 feet away problem. Then CDC tell airborne mile.,fake
567,568,"Silver Solution used strains ""totally eliminate it. Kills it. Deactivates it.??�",fake
568,569,Says ???99.9% recovery rate??� Texas.,fake
569,570,Maharashtra (India) Governor Bhagat Singh Koshyari facilitated travel model Maharashtra Dehradun COVID-19 lockdown.,fake
570,571,Amid crisis Italy’s streets filled discarded printed cash seen photos circulating media.,fake
572,573,"@BorisJohnson PM I think it's time Public told truth origin . Some suspect biological weapon created Chinese Lab , come clean know crisis &amp; unite &amp; fight #Covid19 https://t.co/8RvT0SyEen",fake
573,574,Holding breath 10 seconds way coronavirus.,fake
576,577,Says Democrats vacation May 4 ???refuse come back??� sign help small businesses.,fake
577,578,Late-Breaking Progressive News: Sugar Is Bad You; Government Surveillance Is Necessary Keep Y� https://t.co/eihxP6DmNJ #coronavirus,fake
578,579,This map India redesigned American CEO marked Indian states population equal population countries. He tried explain employees India indirectly handling COVID-19 situation countries.,fake
579,580,_Israel developed COVID-19_,fake
580,581,Obese Man Most Likely To Die First According To Family Sweepstake https://t.co/uVu5QQ8n1Z #coronavirus #selfparody,fake
582,583,A photo shows Rob Cantrall recent Michigan protest.,fake
587,588,"""the Government finally approved"" giving S$5,000 ""Relief Funds"" citizen",fake
589,590,"""Lately 8 10 bodies day, time 18 bodies,"" says head crematoriums Bali designated deal bodies died confirmed suspected #COVID19. Report @AnneBarker. https://t.co/ByAenJ7EmN",fake
590,591,Claim Saint patron saint epidemics.,fake
594,595,COVID-19 common flu cure pneumonia easy cheap.,fake
597,598,The overall lethality COVID-19 (infection fatality rate) 0.1% 0.3% range severe influenza; 60% persons certain cellular background immunity new contact previous coronaviruses (i.e. cold viruses); little scientific evidence effectiveness cloth face healthy asymptomatic,fake
598,599,Says imposters hazmat suits going door door Stockton California saying checking residents fever COVID-19 “will enter home physically attempt robbery.”,fake
600,601,"A viral text based image claiming 5,000 Italy mobile phone covers, quoting findings research specifying details research. The advises abandon phone covers.",fake
601,602,"We return Ed Sheeran post-coronavirus, warn experts https://t.co/93gtFHTslc https://t.co/zKxl00k0VT",fake
603,604,???Only 6% actually died COVID.??� The ???died reasons.??�,fake
604,605,Olive Garden employees allowed wear Black Lives Matter “but NOT American flag.,fake
606,607,G-7 countries asked Modi lead preventing coronavirus.,fake
607,608,Time. I did Baba Ramdev's yoga 1 hour day. Took Ashwagandha capsules. Deep breathing &amp; sleeping cheat. These saved corona.,fake
608,609,Minister Health claims case COVID-19 registered Lithuania.,fake
610,611,July 2020 deaths July 2019 despite,fake
612,613,This Rahul Gandhi &amp; Priyanka Gandhi breaking Lock-down Regulations saying need visit friends https://t.co/rHeVvR0OlL,fake
613,614,India recorded 507 fatalities biggest record far single day. This takes country’s total number deaths 17400. As Unlock 2.0 begins resumption domestic flights passenger train services extended. #coronavirus #CoronavirusFacts https://t.co/dXWskJxwPn,fake
618,619,Peru just nationalized hospitals clinics.,fake
619,620,A claims Delhi govt stopped funding hotel stay doctors nurses treating COVID-19.,fake
620,621,Terminally Ill Patients Resentful They’re Not Dying From Covid-19 https://t.co/ZWQTbsMElQ #death #coronavirus #healthcare #cancer,fake
621,622,"Lot coming irregularities treatment #coronavirus patients major hospitals #india . If experienced unpleasant situation calls immediate attention, feel free reach out. #COVID19",fake
622,623,The physicians video seen millions associated called America’s Frontline Doctors advocates narratives COVID19. All physicians history making unproven conspiratorial medical claims. https://t.co/P0bVb4TOrG,fake
624,625,Breaking News- WHO says #COVID19 ready. Just buy BMW Z class 😐😐😐 #COVID19 #MondayVibes,fake
626,627,A ???face exempt card??� allows cite ADA wear mask.,fake
627,628,Not single Muslim died China.,fake
631,632,Says Gov Tony Evers??? administration deemed dentists non-essential,fake
632,633,Nashville Man Devastated Girlfriend Tells Him She Wants Start Social Distancing https://t.co/h3Dxjdx0R6 #coronavirus #dating,fake
633,634,The insurance industry ???agreed waive co-payments treatments.??�,fake
639,640,The CDC recommends men shave beards protect coronavirus.,fake
640,641,Multiple allegations drafted Turkish congress named H.R. 6666.,fake
641,642,“The Obama administration decision turned detrimental we're doing” coronavirus.,fake
643,644,"""Inside Fringe Japanese Religion That Claims It Can Cure Covid-19"". The New York Times.",fake
645,646,"NEWS! Government insists U-turn schools reopening, spent £200 new uniforms https://t.co/YwZi1KCw4B https://t.co/0QqDeqhaJR",fake
646,647,UNICEF releases prevention guidelines.,fake
649,650,Cruise lines offer deluxe upgrade basic norovirus package https://t.co/l9w88EmBP7,fake
652,653,Prolonged Use Of Face Masks Causes O2 Deficiency CO2 Intoxication.,fake
657,658,With 56000+ new India’s confirmed case count touches 19.6 lakh today. Pharmaceutical company Zydus Cadila starts Phase II clinical trials today. Bihar records 3000 new time single day. #COVID__19 #CoronavirusFacts https://t.co/Y1rgr6CxK6,fake
658,659,The planned relief introduced years earlier.,fake
659,660,Joe Biden occasions said invoking Defense Production Act response coronavirus. We looked timeline. He wasn't. https://t.co/EoZxd0E3jI,fake
660,661,Getting flu shot increases risk 36%.,fake
663,664,_Israeli scientists MIGAL Research Institute developed COVID-19._,fake
666,667,A photo queue buses India shared thousands times Facebook Twitter alongside claim organised leading opposition politician transport migrant workers left stranded nationwide lockdown.,fake
667,668,NEWS! Coronavirus suspects quarantined Love Island https://t.co/GF2GM6faC9 https://t.co/ujpZs4pcAz,fake
668,669,ALERT: The Emergency Covid-19 Advice You Need To Hear #COVID_19 https://t.co/SuEYzl2esP,fake
669,670,President Donald Trump announced commercialization vaccine.,fake
673,674,Nigerians ???burning Chinese stores.??�,fake
676,677,After Amit Shah COVID-19 took funeral.,fake
677,678,Photos Huoshenshan Hospital Wuhan built days.,fake
679,680,"???(Barack Obama) set anti-pandemic programs 47 vulnerable countries way protect like coronavirus, exactly. Do know Trump closed 37 them???�",fake
684,685,@d_s_thakur @CDSCO_INDIA_INF @spkalantri Sir mid August 19 suffering 8 prescribed Favipiravir fabiflu cured. In 36 hours gone fully recovered 7,fake
687,688,WhatsApp text says Chinese created main cities China did suffer pandemic.,fake
688,689,House Resolution 6666 provides funds forcibly removed COVID-19 homes Dr. Rashid Buttar said.,fake
689,690,A shared thousand times Facebook claims corpse COVID-19 100 times “toxic” 72 hours death -- undertakers burying bodies prescribed period funerals hotspots infections.,fake
691,692,.@DelhiPolice ask officers wear properly fine same!!! #COVID19 @dtptraffic @CPDelhi https://t.co/0oQXi9yXJl,fake
692,693,"Gov. Andrew Cuomo ???was simply saying 20 percent excess, non-used ventilators, help parts state voluntary basis, great. Of course, reaction that, positive.""",fake
693,694,A video dozens praying outdoors shows Italians praying novel pandemic.,fake
695,696,For must-read coverage The Atlantic rewarded huge surge digital subscriptions https://t.co/gN8gA1uSds https://t.co/TdvwbRpxNm,fake
699,700,Durango Police Make An Extremely Unusual Arrest https://t.co/YZmS57CicP #police #coronavirus #banks #denverbroncos #bankrobbery #parrot,fake
706,707,Writer sees book sales soar spreads https://t.co/kJs8bC2h4G #duncanwhitehead #coronavirus,fake
709,710,"@SonuSood Sir,Its fact taking advantage local stores big companies,day frustration hiking peak jobs,less salaries,monthly emis,inflations + ,hoping best,would grateful If l team&amp;work U",fake
711,712,NEW: A viral video shows doctors airing unproven conspiracy theories coronavirus. We fact-checked inaccurate claims. https://t.co/MhccDO0ruD,fake
713,714,Former Indian cricketer Uttar Pradesh Cabinet Minister Chetan Chauhan passed away related complications. With 53322 recoveries past 24 hours India’s recovery rate improves 72%. #CoronaUpdate #vaccines https://t.co/4GmMOjYduh,fake
714,715,Italy burying victims mass graves.,fake
716,717,Comments section quarantined outbreak coronavirus-related racism #coronavirus https://t.co/65C2Y5KBE8 https://t.co/mOJCftI0UU,fake
717,718,The WHO says wrong asymptomatic spread COVID-19 rare.,fake
718,719,"The World Health Organization (WHO) released list seven habits ""the biggest brain-damaging habits.",fake
719,720,French doctors protest discovering COVID-19 fraud.,fake
720,721,payroll data presents covid19 launched patanjalis coronil earning prospects experts companies ease baroda verger paonts wockhardt cipla,fake
724,725,Bill Gates tried patent N-95 masks.,fake
727,728,And Godd Tweets Too https://t.co/Yv0Iax9qDx #donaldtrump #politics #2020presidentialelection #pandemic,fake
728,729,Mycoplasma pneumonia treated quinolones. The quinolone discovered chloroquine. Mycoplasma pneumonia rare important cause transverse myelitis. #COVID19 https://t.co/T2Yq3fZO9i,fake
730,731,"Italy finds home remedy Covid’19 / 500gms aspirin dissolved lemon juice boiled honey, taken hot.",fake
734,735,"NEWS! People sent far Covid-19 tests, 14 return https://t.co/XxIAKbmR3r https://t.co/BAd83q10AL",fake
735,736,Hindus cast idols sea did defend coronavirus.,fake
736,737,Says state “health secretary says don't hospitals clinics tourism secretary says don't recreate.”,fake
737,738,Fenugreek seed tape cure COVID-19,fake
738,739,A Muslim woman shouting doctors come inspection places India.,fake
742,743,_The novel lab spread way force people._,fake
743,744,The experts Nanavati Hospital giving common treatments patients: Vitamin C dry ginger turmeric steam.,fake
744,745,A claim novel detected major Chinese cities Beijing Shanghai shared repeatedly Facebook Twitter Instagram.,fake
745,746,"Weaponizing Coronaviruses Pentagon Funding Chinese Military Lab. Director Center Emerging Infectious Diseases Wuhan Institute Virology, collects bat viruses &amp; uses genetic engineering make lethal &amp; able infect humans.. https://t.co/PpLcpPYaIu https://t.co/jsNqdmSdfD",fake
747,748,_An image shared thousands times multiple posts Facebook alongside claim shows medicine created U.S. scientists cure novel coronavirus._,fake
750,751,Quinine tonic water 50-100mg zinc daily kill COVID-19. Hydroxychloroquine synthetic version Quinine. Drink fresh squeezed lemon juice tonic water. You'll GOLDEN.,fake
752,753,Lockdown South Africa collapsed. Guys streets looting shops employment money buy food police Control crowds..,fake
756,757,Poland stands compulsory vaccination.,fake
757,758,Wuhan imposed second resurgence COVID-19 cases.,fake
758,759,Hydroxychloroquine cures! People shouldn't fear lives virus!,fake
759,760,"Says Asian, Hong Kong, swine bird flus ???killed coronavirus.??�",fake
767,768,One free fight filling form web link.,fake
768,769,CDC Joins Forces With Mosquito Joe Targeted Virus Control https://t.co/JzxDoRNyNP #coronavirus #covid19 #lockdown #cdc #pesticides,fake
772,773,The World Bank documented existence COVID-19 kits 2017.,fake
773,774,Boiled garlic water treating coronavirus.,fake
774,775,Staff Gold Coast Hospital Australia gifted volleyball Tom Hanks quarantine.,fake
781,782,NEWS! Russian Covid Salisbury door handles https://t.co/8Lo8K7esAa https://t.co/LwnBlIs4k6,fake
782,783,With 57118 new 24 hours India’s COVID-19 tally stands 1695988. India’s COVID-19 case fatality rate stands 2.18% lowest world said Union Health Minister Dr Harsh Vardhan. #Covid_19 #CoronavirusFacts https://t.co/b0HuQ5uu0o,fake
783,784,While rising study patients consumed Arsenicum Album-30 distributed state department Gujarat. A probe diagnosed 19 later. https://t.co/j3SfvkyP21,fake
786,787,“Stop Making Me Look Bad” Trump Blasts ‘Unpatriotic’ Americans For Dying From Covid-19 https://t.co/dV4tQuCI2z,fake
791,792,Democrats' dislike U.S. President Donald Trump supersedes desire treat donated plasma.,fake
794,795,"Trump announced Roche Medical Company launch Sunday, millions doses ready !!! The end play",fake
796,797,A Facebook argues Florida compares favorably New Jersey New York rate COVID-19 deaths point. But timing big reason misleading. https://t.co/tnIVKVMMLJ,fake
798,799,NEWS! Humans allowed temporary animals permanent https://t.co/qhjMsJcw4C https://t.co/ZY7X9c7mi8,fake
802,803,USS Bonhomme Richard boasts zero COVID-19 https://t.co/B5lCvSIquM,fake
803,804,Coping With Coronavirus Boredom https://t.co/2SqdSukMrz #quasimodo #beavercrossing #hobson’schoice,fake
804,805,NEWS! New Government advice ‘perfectly clear’ ‘woefully confusing’ depending voted https://t.co/kllMOI8Nbf https://t.co/jfzK73U3aA,fake
805,806,Once covid’a I’m going PNG(Papua New Guinea) getting visible crocodile skin tattoo mom know https://t.co/NjnQKyrjnf https://t.co/OW1UcfCdfJ,fake
810,811,Donald Trump calls ‘Chinese virus.’ Health experts say that’s wrong: https://t.co/GnLUOwNtFk https://t.co/kceNmhrjai,fake
811,812,The 2005 study chloroquine inhibitory effects animal cells SARS COVID-19. The drug wasn’t given actual human patients study’s authors wrote research needed. https://t.co/ryiVuPdNSS,fake
812,813,Before al bouncing let’s #FridayFeeling,fake
815,816,In Italy cure Coronavirus finally found”,fake
816,817,A working US informs Ivorian citizens misleading disguising vaccines centers centers COVID-19.,fake
817,818,WHO says endemic.,fake
820,821,"News18 says 5,000 students taking COMEDK got COVID-19.",fake
822,823,Video shows President Donald Trump saying COVID-19 Democrats??? ???new hoax.??�,fake
824,825,"“We need open economy work,” says COVID-19 https://t.co/Xgqu3XdmE0 https://t.co/sCsNevKlUv",fake
827,828,Human peak December-March. Betacoronaviruses peak January: https://t.co/oBqaGfmihr Related: Elsevier paywalling articles again. 😏 https://t.co/BI2MXFHLNH,fake
828,829,7 kids died Senegal right receiving coronavirus.,fake
829,830,_Claim Indian Prime minister Modi said crore (10 million) COVID-19 patients treated free._,fake
830,831,Gov. Newsom Puts Coronavirus Bounty On Straying Senior Citizens https://t.co/fKNxUjm8bf #gavinnewsom,fake
831,832,"A ""Wuhan super virus"" created Chinese biosecurity lab 100,000 Wuhan.",fake
832,833,"A media rumor claims Google Apple ""put tracker phone."" But that’s story. The technology aimed helping contact tracers slow spread opt feature. https://t.co/C2yTwOK7It https://t.co/oy4NWQUFZE",fake
834,835,An MLA Hafeez Khan forced touch feet Muslim priest criticized Tabhligi Jamat spreading India.,fake
835,836,"Donald Trump ignored experts, downplayed threat COVID-19 posed, failed action necessary contain — states, rise again. This president failed lead nation. https://t.co/1fdu8WMeN5",fake
836,837,Facebook user suggests confirmed suspected COVID-19 declared actually novel coronavirus.,fake
837,838,Chinese medical supplies Ghana contaminated coronavirus.,fake
839,840,"Cure Virus. Good news, Wuhan’s corona cured bowl freshly boiled garlic water. Old Chinese proven it’s efficacy. Many patients proven effective. Eight (8) cloves chopped garlics add seven (7)cups water bring boil., Eat drink boiled garlic water, overnight improvement healing. Glad this.",fake
842,843,Trump’s Tantrum Diplomacy eroding U.S. credibility international stage. Withdrawing @WHO global recipe disaster increases cost American response. We instead rally world confront COVID-19. https://t.co/rIlUewZNyI,fake
845,846,Myanmar president state counselor 14 meeting COVID-19 patient Switzerland.,fake
846,847,Nurses submitting tests say coming positive.,fake
847,848,Group hanging park presumably celebrating blood hands https://t.co/GfdLl89acR #stayathomesavelives #LockdownNow #vancouver https://t.co/x4zqmBqTxx,fake
850,851,The Japanese Nobel laureate says naturally occurring.,fake
852,853,"""We Won't Stop Until Coronavirus Has Spread To Hong Kong"" Xi Jinping https://t.co/IrmIlNunkO",fake
858,859,"???This lady applied sanitizer hands/forearms & went kitchen cook. The moment turned gas stove, hands caught alcohol contained sanitizer.??�",fake
861,862,"When Shri @AmitShah Became Covid 19 positive, Shantidoots organizing funeral.",fake
862,863,Avoid ice-creams cold drinks sweets 90 prevent coronavirus.,fake
865,866,NEWS! Latest polls fifty-two percent Britons refuse Coronavirus https://t.co/xbhWLjAqW5 https://t.co/FjXFXHDqkr,fake
867,868,variation mortality rate based genome virus. Host immunity playing role.,fake
869,870,We come stronger #COVID #pandemic . Just #StaySafe #StayHealthy https://t.co/oysfKXwvU3,fake
873,874,RT @Poynter: Remember ready market. Here vaccines furthest https://t.co/f6Mso…,fake
880,881,Critics say wrong use PCR tests detect COVID-19 theory specific SARS-CoV-2. It non-specific genetic material organism detected potentially misidentify COVID-19.,fake
882,883,Trump says task force working ‘indefinitely’ focus vaccines reopening #taskforce https://t.co/YwG84FH15i,fake
886,887,Hospitals don't allow parents visit children COVID-19 hospital.,fake
887,888,Baba Ramdev claims COVID-19 self diagnosed controlling breathing mustard oil kills virus.,fake
889,890,"ಕಲ್ಬುರ್ಗಿಯಲ್ಲಿ ಮಾತ್ರವಲ್ಲ ದೇಶದ 29ಲ. ಸೋಂಕಿತರು, 138ಕೋ. ಜನತೆ ಆರ್ಥಿಕ ಸಂಕಷ್ಟದಲ್ಲಿರುವಾಗ ಸೋಂಕಿತರನ್ನು ""ದರೋಡೆ"" ಮಾಡಿದವರು ಖಾಸಗಿ ಆಸ್ಪತ್ರೆಯ ಆಡಳಿತ ..! ಇದಕ್ಕೆ ಮೂಲ ಕಾರಣವೇ ಅಧಿಕಾರದಲ್ಲಿರುವ ಭಂಡರು..C ಸೋಂಕು ಎಂದು ಸುಳ್ಳು ಹೇಳಿ ಆಸ್ಪತ್ರೆಗಳು ಲೂಟಿ ಮಾಡಿದ್ದೂ ಇವೆ. @PMOIndia @mla_sudhakar @drharshvardhan https://t.co/d3mryULQvz https://t.co/JGyoOT8XNi",fake
890,891,Indian economist Raghuram Rajan chaired IMF webinar coronavirus.,fake
892,893,Joe Biden says COVID-19 deadliest threat cops face. The numbers up. https://t.co/b4JUwI6W6f https://t.co/STcJe9cNe3,fake
895,896,Video dead bodies piled Italy COVID-19.,fake
896,897,"Sir Ganga Ram Hospital, Delhi Issue COVID-19 Prescription.",fake
899,900,A 97-Year-Old Great-Great-Grandmother Arrested Making Coronavirus Masks Out Her Granny Pan� https://t.co/ioEbVfEej2 #coronavirus,fake
901,902,"syrup “Prevention better cure” Turmeric -1 spoon, Clove -2, Lemon skin -1, Skin peeled ginger, Plus One litre water ( boil till 1/2) make syrup Note : Suggestion allopathy got cured 24 hours.",fake
905,906,An alleged bot Twitter controlled right wing Spain uncovered mistake.,fake
908,909,Trump says mobilize military distribute it’s ready https://t.co/8e8X7874BB,fake
909,910,There’s lot learned COVID-19 evidence it’s harmless 99% touches Trump falsely claimed. https://t.co/8uzdyWUhUM,fake
910,911,Viral WhatsApp message advises purchasing used clothing expose buyers COVID-19.,fake
912,913,A “patient positive” 2019 novel (nCoV) Makati Medical Center.,fake
913,914,Claim Dr. Fauci said American microchipped.,fake
916,917,Gates Foundation stands make nearly ??31.5 billion U.K.,fake
917,918,Dr Vk Srinivas Vice President Bharath bio tech He taking injection 19 They confidence product #COVID19 #COVID19Vic,fake
920,921,A message claimed Indian plans ease restrictions imposed country stages.,fake
921,922,"""Couldn’t called else?” asks local man named Covid-19 https://t.co/FZ50nyI3Ud",fake
926,927,Coronavirus does affect 'O+' blood type.,fake
927,928,Nashville Woman Encouraged Learn Obesity Alone Does Not Appear Increase Risk COVID-19 Mortality https://t.co/4GkCFnBR9j #health,fake
929,930,Houses Worship Accounting Crisis Over Relief Package https://t.co/I6kOjdfvpN #donaldtrump #tax #coronavirus #church #greed,fake
932,933,Toronto Catholic schools reopen kids God sooner https://t.co/39Tq453h1s,fake
933,934,Matarratón tree cures COVID-19,fake
939,940,A video shows triage tent outside Hospital man claiming lie sick tent.,fake
940,941,Dr. Anthony Fauci wrote describing dangers criticizing seriously.,fake
942,943,"U. S. Army's ""Extermination protocol COVID-19 capsules"" Italy discovered",fake
943,944,Honduras's confirmed case traveled Taiwan earlier means severe community transmission Taiwan.,fake
947,948,"A vaccine, welcome tool fighting COVID-19, turn limited use. The lesson learned AIDS value building scientific infrastructure vaccine. https://t.co/WKh648qSLG",fake
948,949,"""Is That Chinese Film “Parasite” About Coronavirus?"" Asks Taxi Driver https://t.co/xOFcbZbMpD #movies #virus #taxi #coronavirus #parasite",fake
949,950,NEWS! All episodes ‘Coronavirus Daily Update’ available binge-watch BBC iPlayer inevitable second peak https://t.co/BUeTIb5RIy https://t.co/cl5sp29OJv,fake
950,951,"#UK's #PrinceCharles cured #Covid19 ayurveda homeopathy treatment #Bengaluru-based holistic resort, Union Minister State AYUSH Shripad Naik claimed Thursday.",fake
951,952,“Putin stated Russian citizens (have) 2 options Stay home 15 jail 5 years.”,fake
952,953,Bing Liu researcher discover COVID-19 murdered US.,fake
954,955,Photograph proving there's room Italian hospitals.,fake
956,957,Wearing physical activity causes hypercapnia syndrome.,fake
957,958,"@KFitzpatric @Ms_M_Shepherd Kathy, Hot spots COVID-19 commonly 5G areas! https://t.co/1aTO9qo0HE Fear ignorance fear. A virus. Also, look zinc, Vitamins D, C, A &amp; quinine, &amp; chlorine dioxide. You kit $50, months.",fake
960,961,Marathi newspaper reports conspiracy theory bioweapon.,fake
962,963,Millions seen viral video doctors talking pandemic. All physicians fact-checked history making unproven conspiratorial bizarre medical claims. https://t.co/TCDEmQW9pk,fake
963,964,"Today, special military helicopters spray pesticides skies UAE People advised stay indoors o'clock night remove clothes outside. Pls RT family/friends Dubai UAE.",fake
966,967,"The WHO warned outbreak Nipah India ""deadlier coronavirus"".",fake
969,970,_A developed cures Covid-19 just hours._,fake
971,972,Two cyclists Cordoba skip quarantine.,fake
972,973,"_A WhatsApp video features Rabbi Dan Ben Avraham International President Netzarita AMI Alliance according Twitter. In video rabbi says ""the Israeli Minister Health officially declared Israel vaccine."" And ""Israel already.""_",fake
973,974,"@esme_hornbeam @PaulOnBooks NIH/ NCI scientist whistleblower Dr Judy Mikovits says NIH Tony Fauci KNOWS vaccines cause autism, transmissible cancers (&amp; #COVID19), he's covering up. Let testify Congressional Hearing! https://t.co/4jXLjq9ovn Full video: https://t.co/GmPk4QurpM",fake
975,976,@NoWackyScience @__ice9 @ydeigin ..for efficient spreading human population compared lineage b betacoronaviruses.,fake
977,978,NEWS! Stoner surprised learn Britain https://t.co/JwcTrMcBV9 https://t.co/tnizTVaMB8,fake
979,980,Bill Gates helped fund patent coronavirus.,fake
980,981,Video shows Breach Candy Hospital Mumbai claiming If hold breath longer period discomfort don’t Coronavirus.,fake
981,982,Video shows Dean Kasturba Hospital telling gargling salt water kills coronavirus.,fake
982,983,Man Doesn't Know Why He Bothers https://t.co/8tfG4Bu9ka #coronavirus,fake
984,985,Weinstein To Be Streamed 24/7 While Suffering From Covid-19 To Boost Morale https://t.co/g86VAhHmF2,fake
986,987,Government's roadmap ease Covid-19 restrictions set 5 phases. These phases 3 review process.,fake
987,988,Ivanka Trump Fears That Her Daddy May Have The Coronavirus https://t.co/1ff94iNxnL #donaldtrump #coronavirus #melaniatrump #ivankatrump,fake
988,989,An image shared thousands times multiple posts Twitter Facebook claim shows overgrown shrubs theme park Malaysia lockdown.,fake
990,991,#covid19 #coronavirus #coronaoutbreak Let clear: Donald Trump knew threat posed failed act. It’s unjustifiable failures presidential leadership American history. https://t.co/sBYN4gtlV9,fake
992,993,Holy Qur'an banned China ban Has lifted Chinese Muslims allowed read Holy Quran,fake
993,994,PM Modi said 1 crore corona patients treated free,fake
994,995,Phase 3 means Mexico reaches phase 4 hospitals helping older going let die care young.,fake
996,997,The Federal Bureau Investigation (FBI) arrested billionaire Bill Gates charges biological terrorism allegedly created novel causes COVID-19.,fake
999,1000,“Breaking: UK prepares hundreds new — Wuhan super updates.”,fake
1001,1002,“Hair weave lace fronts manufactured China contain coronavirus.”,fake
1003,1004,Lot young bankers affected Virus soon banks biggest outbreak places. These young ppl threat elders home. Its high time @StateBank_Pak think saving lives please. #COVID19Pakistan https://t.co/X5kjzPH1OS,fake
1004,1005,Michigan governor reopened Traverse City ???so daughter's open house.??�,fake
1005,1006,Muslim-Owned Restaurants Are Spitting In Food spread Coronavirus.,fake
1007,1008,Dr. Li Wenliang discovered coffee cure coronavirus.,fake
1010,1011,Claim Rep. Alexandria Ocasio-Cortez tweeted U.S. governors extend COVID-19 restrictions businesses “until November Elections.”,fake
1013,1014,Channel 4's Jon Snow coronavirus.,fake
1014,1015,@gregolear How stealing listed? How did invest In hydro chloroquine touting fools cure COVID-19? How did steal taking PPEs states reselling them? 1/2,fake
1015,1016,Saddam Hussein meeting nineties US threatened quit Iraq,fake
1017,1018,NEWS! ‘Don’t lick zebra 3 minutes’ – Government advice enters surreal stage https://t.co/kXMnu5F6Xu https://t.co/eBJAfxfDs4,fake
1019,1020,NEWS! Coronavirus: NHS advises wash hands like just picked Mark Francois’ dirty Y-fronts https://t.co/xTuUyLqNZo https://t.co/RLOGFjWYTY,fake
1022,1023,Claim: 20 countries #COVID19 &amp; equalling India’s population 84X India’s &amp; 200X deaths: Lav Agarwal ministry Fact: True hides fact countries conducted 28X tests India https://t.co/6q6yw42XBj,fake
1023,1024,India records 37000 new taking active case count lakh. The Hajj pilgrimage Saudi Arabia begin 29 July limited number pilgrims. JNU student Sharjeel Imam tests COVID-19 jail #COVID19 #CoronavirusFacts https://t.co/CuZxHpCbQK,fake
1024,1025,COVID-19 ???up big number testing.??�,fake
1027,1028,"Grocery ,milk,Chemist , vegetable open Tomorrow - 24th March 2020",fake
1032,1033,Handy Tips Stay Productive While ‘Sheltering Place’ https://t.co/Q5iJNFwLgS #coronavirus #shelteringinplace #timeathome,fake
1034,1035,"#JoniErnst THE REAL AMOUNT OF FATALITIES TO COVID: 200,000 American lives. NOT 10,000 #RogerMarshall (a took anti-malarial drugs solidarity #donaldtrump) stated. LIES COST LIVES! #GOPCorruptionOverCountry #COVID19 #DonLemon #maddow",fake
1036,1037,A new cure developed U.S. scientists.,fake
